,,,
U+208E,₎,SUBSCRIPT RIGHT PARENTHESIS,SUBSCRIPT CLOSING PARENTHESIS
U+208F,₏,,
U+2090,ₐ,LATIN SUBSCRIPT SMALL LETTER A,
U+2091,ₑ,LATIN SUBSCRIPT SMALL LETTER E,
U+2092,ₒ,LATIN SUBSCRIPT SMALL LETTER O,
U+2093,ₓ,LATIN SUBSCRIPT SMALL LETTER X,
U+2094,ₔ,LATIN SUBSCRIPT SMALL LETTER SCHWA,
U+2095,ₕ,LATIN SUBSCRIPT SMALL LETTER H,
U+2096,ₖ,LATIN SUBSCRIPT SMALL LETTER K,
U+2097,ₗ,LATIN SUBSCRIPT SMALL LETTER L,
U+2098,ₘ,LATIN SUBSCRIPT SMALL LETTER M,
U+2099,ₙ,LATIN SUBSCRIPT SMALL LETTER N,
U+209A,ₚ,LATIN SUBSCRIPT SMALL LETTER P,
U+209B,ₛ,LATIN SUBSCRIPT SMALL LETTER S,
U+209C,ₜ,LATIN SUBSCRIPT SMALL LETTER T,
U+209D,₝,,
U+209E,₞,,
U+209F,₟,,
U+20A0,₠,EURO-CURRENCY SIGN,
U+20A1,₡,COLON SIGN,
U+20A2,₢,CRUZEIRO SIGN,
U+20A3,₣,FRENCH FRANC SIGN,
U+20A4,₤,LIRA SIGN,
U+20A5,₥,MILL SIGN,
U+20A6,₦,NAIRA SIGN,
U+20A7,₧,PESETA SIGN,
U+20A8,₨,RUPEE SIGN,
U+20A9,₩,WON SIGN,
U+20AA,₪,NEW SHEQEL SIGN,
U+20AB,₫,DONG SIGN,
U+20AC,€,EURO SIGN,
U+20AD,₭,KIP SIGN,
U+20AE,₮,TUGRIK SIGN,
U+20AF,₯,DRACHMA SIGN,
U+20B0,₰,GERMAN PENNY SIGN,
U+20B1,₱,PESO SIGN,
U+20B2,₲,GUARANI SIGN,
U+20B3,₳,AUSTRAL SIGN,
U+20B4,₴,HRYVNIA SIGN,
U+20B5,₵,CEDI SIGN,
U+20B6,₶,LIVRE TOURNOIS SIGN,
U+20B7,₷,SPESMILO SIGN,
U+20B8,₸,TENGE SIGN,
U+20B9,₹,INDIAN RUPEE SIGN,
U+20BA,₺,TURKISH LIRA SIGN,
U+20BB,₻,NORDIC MARK SIGN,
U+20BC,₼,MANAT SIGN,
U+20BD,₽,RUBLE SIGN,
U+20BE,₾,LARI SIGN,
U+20BF,₿,BITCOIN SIGN,
U+20C0,⃀,,
U+20C1,⃁,,
U+20C2,⃂,,
U+20C3,⃃,,
U+20C4,⃄,,
U+20C5,⃅,,
U+20C6,⃆,,
U+20C7,⃇,,
U+20C8,⃈,,
U+20C9,⃉,,
U+20CA,⃊,,
U+20CB,⃋,,
U+20CC,⃌,,
U+20CD,⃍,,
U+20CE,⃎,,
U+20CF,⃏,,
U+20D0,⃐,COMBINING LEFT HARPOON ABOVE,NON-SPACING LEFT HARPOON ABOVE
U+20D1,⃑,COMBINING RIGHT HARPOON ABOVE,NON-SPACING RIGHT HARPOON ABOVE
U+20D2,⃒,COMBINING LONG VERTICAL LINE OVERLAY,NON-SPACING LONG VERTICAL BAR OVERLAY
U+20D3,⃓,COMBINING SHORT VERTICAL LINE OVERLAY,NON-SPACING SHORT VERTICAL BAR OVERLAY
U+20D4,⃔,COMBINING ANTICLOCKWISE ARROW ABOVE,NON-SPACING ANTICLOCKWISE ARROW ABOVE
U+20D5,⃕,COMBINING CLOCKWISE ARROW ABOVE,NON-SPACING CLOCKWISE ARROW ABOVE
U+20D6,⃖,COMBINING LEFT ARROW ABOVE,NON-SPACING LEFT ARROW ABOVE
U+20D7,⃗,COMBINING RIGHT ARROW ABOVE,NON-SPACING RIGHT ARROW ABOVE
U+20D8,⃘,COMBINING RING OVERLAY,NON-SPACING RING OVERLAY
U+20D9,⃙,COMBINING CLOCKWISE RING OVERLAY,NON-SPACING CLOCKWISE RING OVERLAY
U+20DA,⃚,COMBINING ANTICLOCKWISE RING OVERLAY,NON-SPACING ANTICLOCKWISE RING OVERLAY
U+20DB,⃛,COMBINING THREE DOTS ABOVE,NON-SPACING THREE DOTS ABOVE
U+20DC,⃜,COMBINING FOUR DOTS ABOVE,NON-SPACING FOUR DOTS ABOVE
U+20DD,⃝,COMBINING ENCLOSING CIRCLE,ENCLOSING CIRCLE
U+20DE,⃞,COMBINING ENCLOSING SQUARE,ENCLOSING SQUARE
U+20DF,⃟,COMBINING ENCLOSING DIAMOND,ENCLOSING DIAMOND
U+20E0,⃠,COMBINING ENCLOSING CIRCLE BACKSLASH,ENCLOSING CIRCLE SLASH
U+20E1,⃡,COMBINING LEFT RIGHT ARROW ABOVE,NON-SPACING LEFT RIGHT ARROW ABOVE
U+20E2,⃢,COMBINING ENCLOSING SCREEN,
U+20E3,⃣,COMBINING ENCLOSING KEYCAP,
U+20E4,⃤,COMBINING ENCLOSING UPWARD POINTING TRIANGLE,
U+20E5,⃥,COMBINING REVERSE SOLIDUS OVERLAY,
U+20E6,⃦,COMBINING DOUBLE VERTICAL STROKE OVERLAY,
U+20E7,⃧,COMBINING ANNUITY SYMBOL,
U+20E8,⃨,COMBINING TRIPLE UNDERDOT,
U+20E9,⃩,COMBINING WIDE BRIDGE ABOVE,
U+20EA,⃪,COMBINING LEFTWARDS ARROW OVERLAY,
U+20EB,⃫,COMBINING LONG DOUBLE SOLIDUS OVERLAY,
U+20EC,⃬,COMBINING RIGHTWARDS HARPOON WITH BARB DOWNWARDS,
U+20ED,⃭,COMBINING LEFTWARDS HARPOON WITH BARB DOWNWARDS,
U+20EE,⃮,COMBINING LEFT ARROW BELOW,
U+20EF,⃯,COMBINING RIGHT ARROW BELOW,
U+20F0,⃰,COMBINING ASTERISK ABOVE,
U+20F1,⃱,,
U+20F2,⃲,,
U+20F3,⃳,,
U+20F4,⃴,,
U+20F5,⃵,,
U+20F6,⃶,,
U+20F7,⃷,,
U+20F8,⃸,,
U+20F9,⃹,,
U+20FA,⃺,,
U+20FB,⃻,,
U+20FC,⃼,,
U+20FD,⃽,,
U+20FE,⃾,,
U+20FF,⃿,,
U+2100,℀,ACCOUNT OF,
U+2101,℁,ADDRESSED TO THE SUBJECT,
U+2102,ℂ,DOUBLE-STRUCK CAPITAL C,DOUBLE-STRUCK C
U+2103,℃,DEGREE CELSIUS,DEGREES CENTIGRADE
U+2104,℄,CENTRE LINE SYMBOL,C L SYMBOL
U+2105,℅,CARE OF,
U+2106,℆,CADA UNA,
U+2107,ℇ,EULER CONSTANT,EULERS
U+2108,℈,SCRUPLE,
U+2109,℉,DEGREE FAHRENHEIT,DEGREES FAHRENHEIT
U+210A,ℊ,SCRIPT SMALL G,
U+210B,ℋ,SCRIPT CAPITAL H,SCRIPT H
U+210C,ℌ,BLACK-LETTER CAPITAL H,BLACK-LETTER H
U+210D,ℍ,DOUBLE-STRUCK CAPITAL H,DOUBLE-STRUCK H
U+210E,ℎ,PLANCK CONSTANT,
U+210F,ℏ,PLANCK CONSTANT OVER TWO PI,PLANCK CONSTANT OVER 2 PI
U+2110,ℐ,SCRIPT CAPITAL I,SCRIPT I
U+2111,ℑ,BLACK-LETTER CAPITAL I,BLACK-LETTER I
U+2112,ℒ,SCRIPT CAPITAL L,SCRIPT L
U+2113,ℓ,SCRIPT SMALL L,
U+2114,℔,L B BAR SYMBOL,
U+2115,ℕ,DOUBLE-STRUCK CAPITAL N,DOUBLE-STRUCK N
U+2116,№,NUMERO SIGN,NUMERO
U+2117,℗,SOUND RECORDING COPYRIGHT,
U+2118,℘,SCRIPT CAPITAL P,SCRIPT P
U+2119,ℙ,DOUBLE-STRUCK CAPITAL P,DOUBLE-STRUCK P
U+211A,ℚ,DOUBLE-STRUCK CAPITAL Q,DOUBLE-STRUCK Q
U+211B,ℛ,SCRIPT CAPITAL R,SCRIPT R
U+211C,ℜ,BLACK-LETTER CAPITAL R,BLACK-LETTER R
U+211D,ℝ,DOUBLE-STRUCK CAPITAL R,DOUBLE-STRUCK R
U+211E,℞,PRESCRIPTION TAKE,
U+211F,℟,RESPONSE,
U+2120,℠,SERVICE MARK,
U+2121,℡,TELEPHONE SIGN,T E L SYMBOL
U+2122,™,TRADE MARK SIGN,TRADEMARK
U+2123,℣,VERSICLE,
U+2124,ℤ,DOUBLE-STRUCK CAPITAL Z,DOUBLE-STRUCK Z
U+2125,℥,OUNCE SIGN,OUNCE
U+2126,Ω,OHM SIGN,OHM
U+2127,℧,INVERTED OHM SIGN,MHO
U+2128,ℨ,BLACK-LETTER CAPITAL Z,BLACK-LETTER Z
U+2129,℩,TURNED GREEK SMALL LETTER IOTA,
U+212A,K,KELVIN SIGN,DEGREES KELVIN
U+212B,Å,ANGSTROM SIGN,ANGSTROM UNIT
U+212C,ℬ,SCRIPT CAPITAL B,SCRIPT B
U+212D,ℭ,BLACK-LETTER CAPITAL C,BLACK-LETTER C
U+212E,℮,ESTIMATED SYMBOL,
U+212F,ℯ,SCRIPT SMALL E,
U+2130,ℰ,SCRIPT CAPITAL E,SCRIPT E
U+2131,ℱ,SCRIPT CAPITAL F,SCRIPT F
U+2132,Ⅎ,TURNED CAPITAL F,TURNED F
U+2133,ℳ,SCRIPT CAPITAL M,SCRIPT M
U+2134,ℴ,SCRIPT SMALL O,
U+2135,ℵ,ALEF SYMBOL,FIRST TRANSFINITE CARDINAL
U+2136,ℶ,BET SYMBOL,SECOND TRANSFINITE CARDINAL
U+2137,ℷ,GIMEL SYMBOL,THIRD TRANSFINITE CARDINAL
U+2138,ℸ,DALET SYMBOL,FOURTH TRANSFINITE CARDINAL
U+2139,ℹ,INFORMATION SOURCE,
U+213A,℺,ROTATED CAPITAL Q,
U+213B,℻,FACSIMILE SIGN,
U+213C,ℼ,DOUBLE-STRUCK SMALL PI,
U+213D,ℽ,DOUBLE-STRUCK SMALL GAMMA,
U+213E,ℾ,DOUBLE-STRUCK CAPITAL GAMMA,
U+213F,ℿ,DOUBLE-STRUCK CAPITAL PI,
U+2140,⅀,DOUBLE-STRUCK N-ARY SUMMATION,
U+2141,⅁,TURNED SANS-SERIF CAPITAL G,
U+2142,⅂,TURNED SANS-SERIF CAPITAL L,
U+2143,⅃,REVERSED SANS-SERIF CAPITAL L,
U+2144,⅄,TURNED SANS-SERIF CAPITAL Y,
U+2145,ⅅ,DOUBLE-STRUCK ITALIC CAPITAL D,
U+2146,ⅆ,DOUBLE-STRUCK ITALIC SMALL D,
U+2147,ⅇ,DOUBLE-STRUCK ITALIC SMALL E,
U+2148,ⅈ,DOUBLE-STRUCK ITALIC SMALL I,
U+2149,ⅉ,DOUBLE-STRUCK ITALIC SMALL J,
U+214A,⅊,PROPERTY LINE,
U+214B,⅋,TURNED AMPERSAND,
U+214C,⅌,PER SIGN,
U+214D,⅍,AKTIESELSKAB,
U+214E,ⅎ,TURNED SMALL F,
U+214F,⅏,SYMBOL FOR SAMARITAN SOURCE,
U+2150,⅐,VULGAR FRACTION ONE SEVENTH,
U+2151,⅑,VULGAR FRACTION ONE NINTH,
U+2152,⅒,VULGAR FRACTION ONE TENTH,
U+2153,⅓,VULGAR FRACTION ONE THIRD,FRACTION ONE THIRD
U+2154,⅔,VULGAR FRACTION TWO THIRDS,FRACTION TWO THIRDS
U+2155,⅕,VULGAR FRACTION ONE FIFTH,FRACTION ONE FIFTH
U+2156,⅖,VULGAR FRACTION TWO FIFTHS,FRACTION TWO FIFTHS
U+2157,⅗,VULGAR FRACTION THREE FIFTHS,FRACTION THREE FIFTHS
U+2158,⅘,VULGAR FRACTION FOUR FIFTHS,FRACTION FOUR FIFTHS
U+2159,⅙,VULGAR FRACTION ONE SIXTH,FRACTION ONE SIXTH
U+215A,⅚,VULGAR FRACTION FIVE SIXTHS,FRACTION FIVE SIXTHS
U+215B,⅛,VULGAR FRACTION ONE EIGHTH,FRACTION ONE EIGHTH
U+215C,⅜,VULGAR FRACTION THREE EIGHTHS,FRACTION THREE EIGHTHS
U+215D,⅝,VULGAR FRACTION FIVE EIGHTHS,FRACTION FIVE EIGHTHS
U+215E,⅞,VULGAR FRACTION SEVEN EIGHTHS,FRACTION SEVEN EIGHTHS
U+215F,⅟,FRACTION NUMERATOR ONE,
U+2160,Ⅰ,ROMAN NUMERAL ONE,
U+2161,Ⅱ,ROMAN NUMERAL TWO,
U+2162,Ⅲ,ROMAN NUMERAL THREE,
U+2163,Ⅳ,ROMAN NUMERAL FOUR,
U+2164,Ⅴ,ROMAN NUMERAL FIVE,
U+2165,Ⅵ,ROMAN NUMERAL SIX,
U+2166,Ⅶ,ROMAN NUMERAL SEVEN,
U+2167,Ⅷ,ROMAN NUMERAL EIGHT,
U+2168,Ⅸ,ROMAN NUMERAL NINE,
U+2169,Ⅹ,ROMAN NUMERAL TEN,
U+216A,Ⅺ,ROMAN NUMERAL ELEVEN,
U+216B,Ⅻ,ROMAN NUMERAL TWELVE,
U+216C,Ⅼ,ROMAN NUMERAL FIFTY,
U+216D,Ⅽ,ROMAN NUMERAL ONE HUNDRED,
U+216E,Ⅾ,ROMAN NUMERAL FIVE HUNDRED,
U+216F,Ⅿ,ROMAN NUMERAL ONE THOUSAND,
U+2170,ⅰ,SMALL ROMAN NUMERAL ONE,
U+2171,ⅱ,SMALL ROMAN NUMERAL TWO,
U+2172,ⅲ,SMALL ROMAN NUMERAL THREE,
U+2173,ⅳ,SMALL ROMAN NUMERAL FOUR,
U+2174,ⅴ,SMALL ROMAN NUMERAL FIVE,
U+2175,ⅵ,SMALL ROMAN NUMERAL SIX,
U+2176,ⅶ,SMALL ROMAN NUMERAL SEVEN,
U+2177,ⅷ,SMALL ROMAN NUMERAL EIGHT,
U+2178,ⅸ,SMALL ROMAN NUMERAL NINE,
U+2179,ⅹ,SMALL ROMAN NUMERAL TEN,
U+217A,ⅺ,SMALL ROMAN NUMERAL ELEVEN,
U+217B,ⅻ,SMALL ROMAN NUMERAL TWELVE,
U+217C,ⅼ,SMALL ROMAN NUMERAL FIFTY,
U+217D,ⅽ,SMALL ROMAN NUMERAL ONE HUNDRED,
U+217E,ⅾ,SMALL ROMAN NUMERAL FIVE HUNDRED,
U+217F,ⅿ,SMALL ROMAN NUMERAL ONE THOUSAND,
U+2180,ↀ,ROMAN NUMERAL ONE THOUSAND C D,
U+2181,ↁ,ROMAN NUMERAL FIVE THOUSAND,
U+2182,ↂ,ROMAN NUMERAL TEN THOUSAND,
U+2183,Ↄ,ROMAN NUMERAL REVERSED ONE HUNDRED,
U+2184,ↄ,LATIN SMALL LETTER REVERSED C,
U+2185,ↅ,ROMAN NUMERAL SIX LATE FORM,
U+2186,ↆ,ROMAN NUMERAL FIFTY EARLY FORM,
U+2187,ↇ,ROMAN NUMERAL FIFTY THOUSAND,
U+2188,ↈ,ROMAN NUMERAL ONE HUNDRED THOUSAND,
U+2189,↉,VULGAR FRACTION ZERO THIRDS,
U+218A,↊,TURNED DIGIT TWO,
U+218B,↋,TURNED DIGIT THREE,
U+218C,↌,,
U+218D,↍,,
U+218E,↎,,
U+218F,↏,,
U+2190,←,LEFTWARDS ARROW,LEFT ARROW
U+2191,↑,UPWARDS ARROW,UP ARROW
U+2192,→,RIGHTWARDS ARROW,RIGHT ARROW
U+2193,↓,DOWNWARDS ARROW,DOWN ARROW
U+2194,↔,LEFT RIGHT ARROW,
U+2195,↕,UP DOWN ARROW,
U+2196,↖,NORTH WEST ARROW,UPPER LEFT ARROW
U+2197,↗,NORTH EAST ARROW,UPPER RIGHT ARROW
U+2198,↘,SOUTH EAST ARROW,LOWER RIGHT ARROW
U+2199,↙,SOUTH WEST ARROW,LOWER LEFT ARROW
U+219A,↚,LEFTWARDS ARROW WITH STROKE,LEFT ARROW WITH STROKE
U+219B,↛,RIGHTWARDS ARROW WITH STROKE,RIGHT ARROW WITH STROKE
U+219C,↜,LEFTWARDS WAVE ARROW,LEFT WAVE ARROW
U+219D,↝,RIGHTWARDS WAVE ARROW,RIGHT WAVE ARROW
U+219E,↞,LEFTWARDS TWO HEADED ARROW,LEFT TWO HEADED ARROW
U+219F,↟,UPWARDS TWO HEADED ARROW,UP TWO HEADED ARROW
U+21A0,↠,RIGHTWARDS TWO HEADED ARROW,RIGHT TWO HEADED ARROW
U+21A1,↡,DOWNWARDS TWO HEADED ARROW,DOWN TWO HEADED ARROW
U+21A2,↢,LEFTWARDS ARROW WITH TAIL,LEFT ARROW WITH TAIL
U+21A3,↣,RIGHTWARDS ARROW WITH TAIL,RIGHT ARROW WITH TAIL
U+21A4,↤,LEFTWARDS ARROW FROM BAR,LEFT ARROW FROM BAR
U+21A5,↥,UPWARDS ARROW FROM BAR,UP ARROW FROM BAR
U+21A6,↦,RIGHTWARDS ARROW FROM BAR,RIGHT ARROW FROM BAR
U+21A7,↧,DOWNWARDS ARROW FROM BAR,DOWN ARROW FROM BAR
U+21A8,↨,UP DOWN ARROW WITH BASE,
U+21A9,↩,LEFTWARDS ARROW WITH HOOK,LEFT ARROW WITH HOOK
U+21AA,↪,RIGHTWARDS ARROW WITH HOOK,RIGHT ARROW WITH HOOK
U+21AB,↫,LEFTWARDS ARROW WITH LOOP,LEFT ARROW WITH LOOP
U+21AC,↬,RIGHTWARDS ARROW WITH LOOP,RIGHT ARROW WITH LOOP
U+21AD,↭,LEFT RIGHT WAVE ARROW,
U+21AE,↮,LEFT RIGHT ARROW WITH STROKE,
U+21AF,↯,DOWNWARDS ZIGZAG ARROW,DOWN ZIGZAG ARROW
U+21B0,↰,UPWARDS ARROW WITH TIP LEFTWARDS,UP ARROW WITH TIP LEFT
U+21B1,↱,UPWARDS ARROW WITH TIP RIGHTWARDS,UP ARROW WITH TIP RIGHT
U+21B2,↲,DOWNWARDS ARROW WITH TIP LEFTWARDS,DOWN ARROW WITH TIP LEFT
U+21B3,↳,DOWNWARDS ARROW WITH TIP RIGHTWARDS,DOWN ARROW WITH TIP RIGHT
U+21B4,↴,RIGHTWARDS ARROW WITH CORNER DOWNWARDS,RIGHT ARROW WITH CORNER DOWN
U+21B5,↵,DOWNWARDS ARROW WITH CORNER LEFTWARDS,DOWN ARROW WITH CORNER LEFT
U+21B6,↶,ANTICLOCKWISE TOP SEMICIRCLE ARROW,
U+21B7,↷,CLOCKWISE TOP SEMICIRCLE ARROW,
U+21B8,↸,NORTH WEST ARROW TO LONG BAR,UPPER LEFT ARROW TO LONG BAR
U+21B9,↹,LEFTWARDS ARROW TO BAR OVER RIGHTWARDS ARROW TO BAR,LEFT ARROW TO BAR OVER RIGHT ARROW TO BAR
U+21BA,↺,ANTICLOCKWISE OPEN CIRCLE ARROW,
U+21BB,↻,CLOCKWISE OPEN CIRCLE ARROW,
U+21BC,↼,LEFTWARDS HARPOON WITH BARB UPWARDS,LEFT HARPOON WITH BARB UP
U+21BD,↽,LEFTWARDS HARPOON WITH BARB DOWNWARDS,LEFT HARPOON WITH BARB DOWN
U+21BE,↾,UPWARDS HARPOON WITH BARB RIGHTWARDS,UP HARPOON WITH BARB RIGHT
U+21BF,↿,UPWARDS HARPOON WITH BARB LEFTWARDS,UP HARPOON WITH BARB LEFT
U+21C0,⇀,RIGHTWARDS HARPOON WITH BARB UPWARDS,RIGHT HARPOON WITH BARB UP
U+21C1,⇁,RIGHTWARDS HARPOON WITH BARB DOWNWARDS,RIGHT HARPOON WITH BARB DOWN
U+21C2,⇂,DOWNWARDS HARPOON WITH BARB RIGHTWARDS,DOWN HARPOON WITH BARB RIGHT
U+21C3,⇃,DOWNWARDS HARPOON WITH BARB LEFTWARDS,DOWN HARPOON WITH BARB LEFT
U+21C4,⇄,RIGHTWARDS ARROW OVER LEFTWARDS ARROW,RIGHT ARROW OVER LEFT ARROW
U+21C5,⇅,UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW,UP ARROW LEFT OF DOWN ARROW
U+21C6,⇆,LEFTWARDS ARROW OVER RIGHTWARDS ARROW,LEFT ARROW OVER RIGHT ARROW
U+21C7,⇇,LEFTWARDS PAIRED ARROWS,LEFT PAIRED ARROWS
U+21C8,⇈,UPWARDS PAIRED ARROWS,UP PAIRED ARROWS
U+21C9,⇉,RIGHTWARDS PAIRED ARROWS,RIGHT PAIRED ARROWS
U+21CA,⇊,DOWNWARDS PAIRED ARROWS,DOWN PAIRED ARROWS
U+21CB,⇋,LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON,LEFT HARPOON OVER RIGHT HARPOON
U+21CC,⇌,RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON,RIGHT HARPOON OVER LEFT HARPOON
U+21CD,⇍,LEFTWARDS DOUBLE ARROW WITH STROKE,LEFT DOUBLE ARROW WITH STROKE
U+21CE,⇎,LEFT RIGHT DOUBLE ARROW WITH STROKE,
U+21CF,⇏,RIGHTWARDS DOUBLE ARROW WITH STROKE,RIGHT DOUBLE ARROW WITH STROKE
U+21D0,⇐,LEFTWARDS DOUBLE ARROW,LEFT DOUBLE ARROW
U+21D1,⇑,UPWARDS DOUBLE ARROW,UP DOUBLE ARROW
U+21D2,⇒,RIGHTWARDS DOUBLE ARROW,RIGHT DOUBLE ARROW
U+21D3,⇓,DOWNWARDS DOUBLE ARROW,DOWN DOUBLE ARROW
U+21D4,⇔,LEFT RIGHT DOUBLE ARROW,
U+21D5,⇕,UP DOWN DOUBLE ARROW,
U+21D6,⇖,NORTH WEST DOUBLE ARROW,UPPER LEFT DOUBLE ARROW
U+21D7,⇗,NORTH EAST DOUBLE ARROW,UPPER RIGHT DOUBLE ARROW
U+21D8,⇘,SOUTH EAST DOUBLE ARROW,LOWER RIGHT DOUBLE ARROW
U+21D9,⇙,SOUTH WEST DOUBLE ARROW,LOWER LEFT DOUBLE ARROW
U+21DA,⇚,LEFTWARDS TRIPLE ARROW,LEFT TRIPLE ARROW
U+21DB,⇛,RIGHTWARDS TRIPLE ARROW,RIGHT TRIPLE ARROW
U+21DC,⇜,LEFTWARDS SQUIGGLE ARROW,LEFT SQUIGGLE ARROW
U+21DD,⇝,RIGHTWARDS SQUIGGLE ARROW,RIGHT SQUIGGLE ARROW
U+21DE,⇞,UPWARDS ARROW WITH DOUBLE STROKE,UP ARROW WITH DOUBLE STROKE
U+21DF,⇟,DOWNWARDS ARROW WITH DOUBLE STROKE,DOWN ARROW WITH DOUBLE STROKE
U+21E0,⇠,LEFTWARDS DASHED ARROW,LEFT DASHED ARROW
U+21E1,⇡,UPWARDS DASHED ARROW,UP DASHED ARROW
U+21E2,⇢,RIGHTWARDS DASHED ARROW,RIGHT DASHED ARROW
U+21E3,⇣,DOWNWARDS DASHED ARROW,DOWN DASHED ARROW
U+21E4,⇤,LEFTWARDS ARROW TO BAR,LEFT ARROW TO BAR
U+21E5,⇥,RIGHTWARDS ARROW TO BAR,RIGHT ARROW TO BAR
U+21E6,⇦,LEFTWARDS WHITE ARROW,WHITE LEFT ARROW
U+21E7,⇧,UPWARDS WHITE ARROW,WHITE UP ARROW
U+21E8,⇨,RIGHTWARDS WHITE ARROW,WHITE RIGHT ARROW
U+21E9,⇩,DOWNWARDS WHITE ARROW,WHITE DOWN ARROW
U+21EA,⇪,UPWARDS WHITE ARROW FROM BAR,WHITE UP ARROW FROM BAR
U+21EB,⇫,UPWARDS WHITE ARROW ON PEDESTAL,
U+21EC,⇬,UPWARDS WHITE ARROW ON PEDESTAL WITH HORIZONTAL BAR,
U+21ED,⇭,UPWARDS WHITE ARROW ON PEDESTAL WITH VERTICAL BAR,
U+21EE,⇮,UPWARDS WHITE DOUBLE ARROW,
U+21EF,⇯,UPWARDS WHITE DOUBLE ARROW ON PEDESTAL,
U+21F0,⇰,RIGHTWARDS WHITE ARROW FROM WALL,
U+21F1,⇱,NORTH WEST ARROW TO CORNER,
U+21F2,⇲,SOUTH EAST ARROW TO CORNER,
U+21F3,⇳,UP DOWN WHITE ARROW,
U+21F4,⇴,RIGHT ARROW WITH SMALL CIRCLE,
U+21F5,⇵,DOWNWARDS ARROW LEFTWARDS OF UPWARDS ARROW,
U+21F6,⇶,THREE RIGHTWARDS ARROWS,
U+21F7,⇷,LEFTWARDS ARROW WITH VERTICAL STROKE,
U+21F8,⇸,RIGHTWARDS ARROW WITH VERTICAL STROKE,
U+21F9,⇹,LEFT RIGHT ARROW WITH VERTICAL STROKE,
U+21FA,⇺,LEFTWARDS ARROW WITH DOUBLE VERTICAL STROKE,
U+21FB,⇻,RIGHTWARDS ARROW WITH DOUBLE VERTICAL STROKE,
U+21FC,⇼,LEFT RIGHT ARROW WITH DOUBLE VERTICAL STROKE,
U+21FD,⇽,LEFTWARDS OPEN-HEADED ARROW,
U+21FE,⇾,RIGHTWARDS OPEN-HEADED ARROW,
U+21FF,⇿,LEFT RIGHT OPEN-HEADED ARROW,
﻿,,,
U+2200,∀,FOR ALL,
U+2201,∁,COMPLEMENT,
U+2202,∂,PARTIAL DIFFERENTIAL,
U+2203,∃,THERE EXISTS,
U+2204,∄,THERE DOES NOT EXIST,
U+2205,∅,EMPTY SET,
U+2206,∆,INCREMENT,
U+2207,∇,NABLA,
U+2208,∈,ELEMENT OF,
U+2209,∉,NOT AN ELEMENT OF,
U+220A,∊,SMALL ELEMENT OF,
U+220B,∋,CONTAINS AS MEMBER,
U+220C,∌,DOES NOT CONTAIN AS MEMBER,
U+220D,∍,SMALL CONTAINS AS MEMBER,
U+220E,∎,END OF PROOF,
U+220F,∏,N-ARY PRODUCT,
U+2210,∐,N-ARY COPRODUCT,
U+2211,∑,N-ARY SUMMATION,
U+2212,−,MINUS SIGN,
U+2213,∓,MINUS-OR-PLUS SIGN,
U+2214,∔,DOT PLUS,
U+2215,∕,DIVISION SLASH,
U+2216,∖,SET MINUS,
U+2217,∗,ASTERISK OPERATOR,
U+2218,∘,RING OPERATOR,
U+2219,∙,BULLET OPERATOR,
U+221A,√,SQUARE ROOT,
U+221B,∛,CUBE ROOT,
U+221C,∜,FOURTH ROOT,
U+221D,∝,PROPORTIONAL TO,
U+221E,∞,INFINITY,
U+221F,∟,RIGHT ANGLE,
U+2220,∠,ANGLE,
U+2221,∡,MEASURED ANGLE,
U+2222,∢,SPHERICAL ANGLE,
U+2223,∣,DIVIDES,
U+2224,∤,DOES NOT DIVIDE,
U+2225,∥,PARALLEL TO,
U+2226,∦,NOT PARALLEL TO,
U+2227,∧,LOGICAL AND,
U+2228,∨,LOGICAL OR,
U+2229,∩,INTERSECTION,
U+222A,∪,UNION,
U+222B,∫,INTEGRAL,
U+222C,∬,DOUBLE INTEGRAL,
U+222D,∭,TRIPLE INTEGRAL,
U+222E,∮,CONTOUR INTEGRAL,
U+222F,∯,SURFACE INTEGRAL,
U+2230,∰,VOLUME INTEGRAL,
U+2231,∱,CLOCKWISE INTEGRAL,
U+2232,∲,CLOCKWISE CONTOUR INTEGRAL,
U+2233,∳,ANTICLOCKWISE CONTOUR INTEGRAL,
U+2234,∴,THEREFORE,
U+2235,∵,BECAUSE,
U+2236,∶,RATIO,
U+2237,∷,PROPORTION,
U+2238,∸,DOT MINUS,
U+2239,∹,EXCESS,
U+223A,∺,GEOMETRIC PROPORTION,
U+223B,∻,HOMOTHETIC,
U+223C,∼,TILDE OPERATOR,
U+223D,∽,REVERSED TILDE,
U+223E,∾,INVERTED LAZY S,
U+223F,∿,SINE WAVE,
U+2240,≀,WREATH PRODUCT,
U+2241,≁,NOT TILDE,
U+2242,≂,MINUS TILDE,
U+2243,≃,ASYMPTOTICALLY EQUAL TO,
U+2244,≄,NOT ASYMPTOTICALLY EQUAL TO,
U+2245,≅,APPROXIMATELY EQUAL TO,
U+2246,≆,APPROXIMATELY BUT NOT ACTUALLY EQUAL TO,
U+2247,≇,NEITHER APPROXIMATELY NOR ACTUALLY EQUAL TO,
U+2248,≈,ALMOST EQUAL TO,
U+2249,≉,NOT ALMOST EQUAL TO,
U+224A,≊,ALMOST EQUAL OR EQUAL TO,
U+224B,≋,TRIPLE TILDE,
